product_id,product_name,category,material,carbon_footprint_g,water_usage_L,recycled_content_pct,packaging_type,certifications,price_usd,manufacturer_country,eco_score,carbon_footprint_score,recyclability_score,packaging_score,sustainability_index,sustainability_index_normalized,raw_price_usd,product_description
103,Bio-Plastic Eco Phone Case,Electronics,Bio-Plastic,3849,862,80,Plastic Bag,RoHS,0.2806251279601447,Japan,0.0,1.1155419222903884,1.6,1.0,0.8546625766871165,6.995419640722187,44.17,Product Name: Bio-Plastic Eco Phone Case. Category: Electronics. Material: Bio-Plastic. Packaging: Plastic Bag. Manufactured in: Japan. Eco Score: 0.0/5. Carbon Footprint Score: 1.1/5. Recyclability Score: 1.6/5. Packaging Score: 1.0/5. Overall Sustainability Index: 7.0/100.
104,Organic Canvas Sandals,Footwear,Organic Canvas,1482,4531,100,None,GRS,0.1547805910052549,Japan,1.8579976403168719,3.535787321063395,3.5,5.0,3.31813548841408,74.80328983367085,25.73,Product Name: Organic Canvas Sandals. Category: Footwear. Material: Organic Canvas. Packaging: None. Manufactured in: Japan. Eco Score: 1.9/5. Carbon Footprint Score: 3.5/5. Recyclability Score: 3.5/5. Packaging Score: 5.0/5. Overall Sustainability Index: 74.8/100.
105,Organic Herbs Reusable Makeup Pads,Personal Care,Organic Herbs,427,402,95,Plastic Film,Leaping Bunny,0.0777997679656043,USA,1.9019046013821002,4.614519427402863,1.9,1.0,2.534927208635489,53.245234489746096,14.45,Product Name: Organic Herbs Reusable Makeup Pads. Category: Personal Care. Material: Organic Herbs. Packaging: Plastic Film. Manufactured in: USA. Eco Score: 1.9/5. Carbon Footprint Score: 4.6/5. Recyclability Score: 1.9/5. Packaging Score: 1.0/5. Overall Sustainability Index: 53.2/100.
106,Organic Wool Dress,Apparel,Organic Wool,2169,2645,95,Recyclable Cardboard,GOTS,0.2150412884733502,India,2.834822181021406,2.833333333333333,3.4,3.0,2.9804466543064216,65.50829798708781,34.56,Product Name: Organic Wool Dress. Category: Apparel. Material: Organic Wool. Packaging: Recyclable Cardboard. Manufactured in: India. Eco Score: 2.8/5. Carbon Footprint Score: 2.8/5. Recyclability Score: 3.4/5. Packaging Score: 3.0/5. Overall Sustainability Index: 65.5/100.
107,Organic Wool Activewear Pants,Apparel,Organic Wool,1460,4502,20,Plastic Film,OEKO-TEX,0.12079437657817511,Japan,1.8653295128939829,3.558282208588957,0.4,1.0,1.9070835164448818,35.963638504313636,20.75,Product Name: Organic Wool Activewear Pants. Category: Apparel. Material: Organic Wool. Packaging: Plastic Film. Manufactured in: Japan. Eco Score: 1.9/5. Carbon Footprint Score: 3.6/5. Recyclability Score: 0.4/5. Packaging Score: 1.0/5. Overall Sustainability Index: 36.0/100.
108,Organic Oats Coffee Beans,Food,Organic Oats,293,34,100,Paper Box,Fair Trade,0.15873882481403123,France,3.4949435361537167,4.751533742331288,2.5,2.0,3.373943183545501,76.33941427377529,26.31,Product Name: Organic Oats Coffee Beans. Category: Food. Material: Organic Oats. Packaging: Paper Box. Manufactured in: France. Eco Score: 3.5/5. Carbon Footprint Score: 4.8/5. Recyclability Score: 2.5/5. Packaging Score: 2.0/5. Overall Sustainability Index: 76.3/100.
109,Reclaimed Wood Cutting Board,Home Goods,Reclaimed Wood,1154,925,0,Compostable Bag,None,0.4834504879546851,USA,0.7696780718017866,3.871165644171779,1.5,5.0,2.6922531147920696,57.575679761488466,73.89,Product Name: Reclaimed Wood Cutting Board. Category: Home Goods. Material: Reclaimed Wood. Packaging: Compostable Bag. Manufactured in: USA. Eco Score: 0.8/5. Carbon Footprint Score: 3.9/5. Recyclability Score: 1.5/5. Packaging Score: 5.0/5. Overall Sustainability Index: 57.6/100.
110,Hemp T-Shirt,Apparel,Hemp,976,5380,80,Plastic Bag,None,0.49757728792738687,Japan,0.0,4.0531697341513295,1.6,1.0,1.7359509202453989,31.253159727121805,75.96,Product Name: Hemp T-Shirt. Category: Apparel. Material: Hemp. Packaging: Plastic Bag. Manufactured in: Japan. Eco Score: 0.0/5. Carbon Footprint Score: 4.1/5. Recyclability Score: 1.6/5. Packaging Score: 1.0/5. Overall Sustainability Index: 31.3/100.
111,Local Fruits Granola Bar,Food,Local Fruits,133,370,50,Paper Box,USDA Organic,0.027025182556473078,Vietnam,1.4099949435361536,4.915132924335378,1.5,2.0,2.5975383603614595,54.96862622206654,7.01,Product Name: Local Fruits Granola Bar. Category: Food. Material: Local Fruits. Packaging: Paper Box. Manufactured in: Vietnam. Eco Score: 1.4/5. Carbon Footprint Score: 4.9/5. Recyclability Score: 1.5/5. Packaging Score: 2.0/5. Overall Sustainability Index: 55.0/100.
112,Ancient Grains Quinoa Pack,Food,Ancient Grains,264,444,95,None,None,0.038353920698833005,USA,0.0,4.781186094069529,3.4,5.0,3.1143558282208588,69.19419030569655,8.67,Product Name: Ancient Grains Quinoa Pack. Category: Food. Material: Ancient Grains. Packaging: None. Manufactured in: USA. Eco Score: 0.0/5. Carbon Footprint Score: 4.8/5. Recyclability Score: 3.4/5. Packaging Score: 5.0/5. Overall Sustainability Index: 69.2/100.
113,Natural Latex Slippers,Footwear,Natural Latex,817,1768,50,None,GRS,0.637275643212994,Japan,0.5565481206809371,4.215746421267894,2.5,5.0,2.931688362584649,64.1662106029882,96.43,Product Name: Natural Latex Slippers. Category: Footwear. Material: Natural Latex. Packaging: None. Manufactured in: Japan. Eco Score: 0.6/5. Carbon Footprint Score: 4.2/5. Recyclability Score: 2.5/5. Packaging Score: 5.0/5. Overall Sustainability Index: 64.2/100.
114,Recycled Aluminum Dinner Set,Home Goods,Recycled Aluminum,1146,880,86,Glass Jar,FSC,0.0966355012625401,Germany,3.2810551154559247,3.8793456032719837,4.22,3.0,3.5921202156183725,82.34480601137267,17.21,Product Name: Recycled Aluminum Dinner Set. Category: Home Goods. Material: Recycled Aluminum. Packaging: Glass Jar. Manufactured in: Germany. Eco Score: 3.3/5. Carbon Footprint Score: 3.9/5. Recyclability Score: 4.2/5. Packaging Score: 3.0/5. Overall Sustainability Index: 82.3/100.
115,Bio-Plastic Recycled Cables,Electronics,Bio-Plastic,3634,554,95,Compostable Bag,None,0.28301371732750974,Germany,0.0,1.3353783231083844,3.4,5.0,2.080613496932515,40.74010604145476,44.52,Product Name: Bio-Plastic Recycled Cables. Category: Electronics. Material: Bio-Plastic. Packaging: Compostable Bag. Manufactured in: Germany. Eco Score: 0.0/5. Carbon Footprint Score: 1.3/5. Recyclability Score: 3.4/5. Packaging Score: 5.0/5. Overall Sustainability Index: 40.7/100.
116,Bamboo Fiber Organic Soap,Personal Care,Bamboo Fiber,377,63,80,None,Fair Trade,0.0621715689619873,Portugal,3.4876116635766055,4.665644171779141,3.1,5.0,4.065976750606724,95.38785684485867,12.16,Product Name: Bamboo Fiber Organic Soap. Category: Personal Care. Material: Bamboo Fiber. Packaging: None. Manufactured in: Portugal. Eco Score: 3.5/5. Carbon Footprint Score: 4.7/5. Recyclability Score: 3.1/5. Packaging Score: 5.0/5. Overall Sustainability Index: 95.4/100.
117,Recycled Plastic Eco Phone Case,Electronics,Recycled Plastic,3643,1611,90,Glass Jar,None,0.7659182419982257,Japan,1.5962413618742626,1.3261758691206542,4.3,3.0,2.336725169298475,47.78966073800536,115.28,Product Name: Recycled Plastic Eco Phone Case. Category: Electronics. Material: Recycled Plastic. Packaging: Glass Jar. Manufactured in: Japan. Eco Score: 1.6/5. Carbon Footprint Score: 1.3/5. Recyclability Score: 4.3/5. Packaging Score: 3.0/5. Overall Sustainability Index: 47.8/100.
118,Organic Cocoa Herbal Tea Bag,Food,Organic Cocoa,56,339,0,Paper Box,Fair Trade,0.015423462772128574,India,3.417832462497893,4.993865030674847,0.5,2.0,3.023509247951822,66.69360948216409,5.31,Product Name: Organic Cocoa Herbal Tea Bag. Category: Food. Material: Organic Cocoa. Packaging: Paper Box. Manufactured in: India. Eco Score: 3.4/5. Carbon Footprint Score: 5.0/5. Recyclability Score: 0.5/5. Packaging Score: 2.0/5. Overall Sustainability Index: 66.7/100.
119,Bamboo Fiber Eco Phone Case,Electronics,Bamboo Fiber,3420,2439,95,Recyclable Cardboard,Energy Star,0.4362929093018495,Germany,2.386903758638126,1.554192229038855,3.4,3.0,2.4623287963030944,51.24694025390723,66.98,Product Name: Bamboo Fiber Eco Phone Case. Category: Electronics. Material: Bamboo Fiber. Packaging: Recyclable Cardboard. Manufactured in: Germany. Eco Score: 2.4/5. Carbon Footprint Score: 1.6/5. Recyclability Score: 3.4/5. Packaging Score: 3.0/5. Overall Sustainability Index: 51.2/100.
120,Recycled Copper Solar Powerbank,Electronics,Recycled Copper,2779,2257,82,Glass Jar,Energy Star,0.4592233672285539,India,2.4329175796393057,2.20961145194274,4.14,3.0,2.8207587094746134,61.11283685455877,70.34,Product Name: Recycled Copper Solar Powerbank. Category: Electronics. Material: Recycled Copper. Packaging: Glass Jar. Manufactured in: India. Eco Score: 2.4/5. Carbon Footprint Score: 2.2/5. Recyclability Score: 4.1/5. Packaging Score: 3.0/5. Overall Sustainability Index: 61.1/100.
121,Local Fruits Herbal Tea Bag,Food,Local Fruits,108,224,50,Plastic Bag,USDA Organic,0.1470688596191906,Kenya,1.4469071296140232,4.940695296523518,1.0,1.0,2.3162807278412627,47.226921027778076,24.6,Product Name: Local Fruits Herbal Tea Bag. Category: Food. Material: Local Fruits. Packaging: Plastic Bag. Manufactured in: Kenya. Eco Score: 1.4/5. Carbon Footprint Score: 4.9/5. Recyclability Score: 1.0/5. Packaging Score: 1.0/5. Overall Sustainability Index: 47.2/100.
122,Recycled Plastic Eco Phone Case,Electronics,Recycled Plastic,1736,1804,90,Plastic Bag,Energy Star,0.3698218794786051,Japan,2.547446485757627,3.2760736196319016,2.8,1.0,2.507056031616859,52.47807153682403,57.24,Product Name: Recycled Plastic Eco Phone Case. Category: Electronics. Material: Recycled Plastic. Packaging: Plastic Bag. Manufactured in: Japan. Eco Score: 2.5/5. Carbon Footprint Score: 3.3/5. Recyclability Score: 2.8/5. Packaging Score: 1.0/5. Overall Sustainability Index: 52.5/100.
123,Cork Boots,Footwear,Cork,874,3175,80,Compostable Bag,Fair Trade,0.1659045929161264,Germany,0.700825889094893,4.157464212678937,3.1,5.0,3.077487030532149,68.17936500116599,27.36,Product Name: Cork Boots. Category: Footwear. Material: Cork. Packaging: Compostable Bag. Manufactured in: Germany. Eco Score: 0.7/5. Carbon Footprint Score: 4.2/5. Recyclability Score: 3.1/5. Packaging Score: 5.0/5. Overall Sustainability Index: 68.2/100.
124,Organic Canvas Casual Sneakers,Footwear,Organic Canvas,1387,2622,0,None,GRS,0.15791987988807754,France,2.3406371144446316,3.632924335378323,1.5,5.0,3.092068434946886,68.5807227644597,26.19,Product Name: Organic Canvas Casual Sneakers. Category: Footwear. Material: Organic Canvas. Packaging: None. Manufactured in: France. Eco Score: 2.3/5. Carbon Footprint Score: 3.6/5. Recyclability Score: 1.5/5. Packaging Score: 5.0/5. Overall Sustainability Index: 68.6/100.
125,Recycled Plastic Eco Phone Case,Electronics,Recycled Plastic,3815,2272,92,Plastic Film,RoHS,0.7171227734934825,Japan,1.4291252317545928,1.1503067484662577,2.84,1.0,1.541829594066255,25.909908894292126,108.13,Product Name: Recycled Plastic Eco Phone Case. Category: Electronics. Material: Recycled Plastic. Packaging: Plastic Film. Manufactured in: Japan. Eco Score: 1.4/5. Carbon Footprint Score: 1.2/5. Recyclability Score: 2.8/5. Packaging Score: 1.0/5. Overall Sustainability Index: 25.9/100.
126,Recycled Polyester Sweater,Apparel,Recycled Polyester,2399,5225,98,Paper Box,Fair Trade,0.2007097522691599,Kenya,2.182538344850834,2.598159509202454,3.46,2.0,2.526209356215986,53.00527284762334,32.46,Product Name: Recycled Polyester Sweater. Category: Apparel. Material: Recycled Polyester. Packaging: Paper Box. Manufactured in: Kenya. Eco Score: 2.2/5. Carbon Footprint Score: 2.6/5. Recyclability Score: 3.5/5. Packaging Score: 2.0/5. Overall Sustainability Index: 53.0/100.
127,Shea Butter Organic Soap,Personal Care,Shea Butter,345,20,95,Recyclable Cardboard,Leaping Bunny,0.06517436702381765,India,0.0,4.69836400817996,3.4,3.0,2.689509202453988,57.50015270748443,12.6,Product Name: Shea Butter Organic Soap. Category: Personal Care. Material: Shea Butter. Packaging: Recyclable Cardboard. Manufactured in: India. Eco Score: 0.0/5. Carbon Footprint Score: 4.7/5. Recyclability Score: 3.4/5. Packaging Score: 3.0/5. Overall Sustainability Index: 57.5/100.
128,Bio-Plastic Solar Powerbank,Electronics,Bio-Plastic,1905,2616,0,Plastic Film,None,0.56247867330922,Japan,0.0,3.1032719836400817,0.0,1.0,1.1309815950920246,14.601187921205575,85.47,Product Name: Bio-Plastic Solar Powerbank. Category: Electronics. Material: Bio-Plastic. Packaging: Plastic Film. Manufactured in: Japan. Eco Score: 0.0/5. Carbon Footprint Score: 3.1/5. Recyclability Score: 0.0/5. Packaging Score: 1.0/5. Overall Sustainability Index: 14.6/100.
129,Fair Trade Coffee Herbal Tea Bag,Food,Fair Trade Coffee,556,374,80,Recyclable Cardboard,None,0.028185354534907527,USA,0.0,4.482617586912065,3.1,3.0,2.5647852760736196,54.06708722919341,7.18,Product Name: Fair Trade Coffee Herbal Tea Bag. Category: Food. Material: Fair Trade Coffee. Packaging: Recyclable Cardboard. Manufactured in: USA. Eco Score: 0.0/5. Carbon Footprint Score: 4.5/5. Recyclability Score: 3.1/5. Packaging Score: 3.0/5. Overall Sustainability Index: 54.1/100.
130,Clay Reusable Straws,Home Goods,Clay,1440,110,50,None,FSC,0.37630519347573876,Japan,1.4757289735378392,3.5787321063394684,2.5,5.0,3.0163383239631925,66.49622753383018,58.19,Product Name: Clay Reusable Straws. Category: Home Goods. Material: Clay. Packaging: None. Manufactured in: Japan. Eco Score: 1.5/5. Carbon Footprint Score: 3.6/5. Recyclability Score: 2.5/5. Packaging Score: 5.0/5. Overall Sustainability Index: 66.5/100.
131,Aluminum Solar Powerbank,Electronics,Aluminum,1601,2822,95,Compostable Bag,Energy Star,0.4181396301098751,Portugal,0.29007247598179675,3.4141104294478533,4.4,5.0,2.991254871628895,65.80579758358456,64.32,Product Name: Aluminum Solar Powerbank. Category: Electronics. Material: Aluminum. Packaging: Compostable Bag. Manufactured in: Portugal. Eco Score: 0.3/5. Carbon Footprint Score: 3.4/5. Recyclability Score: 4.4/5. Packaging Score: 5.0/5. Overall Sustainability Index: 65.8/100.
132,Tencel Activewear Pants,Apparel,Tencel,2320,5107,95,None,GRS,0.4698696512659524,France,0.0,2.678936605316973,3.4,5.0,2.483680981595092,51.83466589997515,71.9,Product Name: Tencel Activewear Pants. Category: Apparel. Material: Tencel. Packaging: None. Manufactured in: France. Eco Score: 0.0/5. Carbon Footprint Score: 2.7/5. Recyclability Score: 3.4/5. Packaging Score: 5.0/5. Overall Sustainability Index: 51.8/100.
133,Bamboo Fiber Bamboo Toothbrush,Personal Care,Bamboo Fiber,515,98,80,Plastic Film,USDA Organic,0.11881525967378694,China,3.4787628518456093,4.524539877300613,1.6,1.0,2.920990818743867,63.871757329040655,20.46,Product Name: Bamboo Fiber Bamboo Toothbrush. Category: Personal Care. Material: Bamboo Fiber. Packaging: Plastic Film. Manufactured in: China. Eco Score: 3.5/5. Carbon Footprint Score: 4.5/5. Recyclability Score: 1.6/5. Packaging Score: 1.0/5. Overall Sustainability Index: 63.9/100.
134,Tencel T-Shirt,Apparel,Tencel,1780,4157,0,Compostable Bag,GRS,0.7375963966423258,Vietnam,0.0,3.2310838445807772,1.5,5.0,2.269325153374233,45.934454005657,111.13,Product Name: Tencel T-Shirt. Category: Apparel. Material: Tencel. Packaging: Compostable Bag. Manufactured in: Vietnam. Eco Score: 0.0/5. Carbon Footprint Score: 3.2/5. Recyclability Score: 1.5/5. Packaging Score: 5.0/5. Overall Sustainability Index: 45.9/100.
135,Bamboo Fiber Solid Shampoo Bar,Personal Care,Bamboo Fiber,526,91,0,Recyclable Cardboard,None,0.13696853886576127,Japan,1.9805326141918085,4.513292433537832,1.5,3.0,2.8481475143188923,61.866722360983495,23.12,Product Name: Bamboo Fiber Solid Shampoo Bar. Category: Personal Care. Material: Bamboo Fiber. Packaging: Recyclable Cardboard. Manufactured in: Japan. Eco Score: 2.0/5. Carbon Footprint Score: 4.5/5. Recyclability Score: 1.5/5. Packaging Score: 3.0/5. Overall Sustainability Index: 61.9/100.
136,Bio-Plastic Solar Charger,Electronics,Bio-Plastic,2682,2735,95,Recyclable Cardboard,RoHS,0.560158329352351,Vietnam,0.0,2.30879345603272,3.4,3.0,1.9726380368098162,37.76804738833515,85.13,Product Name: Bio-Plastic Solar Charger. Category: Electronics. Material: Bio-Plastic. Packaging: Recyclable Cardboard. Manufactured in: Vietnam. Eco Score: 0.0/5. Carbon Footprint Score: 2.3/5. Recyclability Score: 3.4/5. Packaging Score: 3.0/5. Overall Sustainability Index: 37.8/100.
137,Bio-Plastic Solar Charger,Electronics,Bio-Plastic,2872,1420,80,Plastic Film,None,0.7792260970449738,Vietnam,0.0,2.114519427402863,1.6,1.0,1.154355828220859,15.244571072818406,117.23,Product Name: Bio-Plastic Solar Charger. Category: Electronics. Material: Bio-Plastic. Packaging: Plastic Film. Manufactured in: Vietnam. Eco Score: 0.0/5. Carbon Footprint Score: 2.1/5. Recyclability Score: 1.6/5. Packaging Score: 1.0/5. Overall Sustainability Index: 15.2/100.
138,Organic Aloe Organic Soap,Personal Care,Organic Aloe,219,43,95,Glass Jar,Leaping Bunny,0.003548761345799495,Germany,1.992668127422889,4.82719836400818,3.4,3.0,3.325959947429321,75.01866054008691,3.57,Product Name: Organic Aloe Organic Soap. Category: Personal Care. Material: Organic Aloe. Packaging: Glass Jar. Manufactured in: Germany. Eco Score: 2.0/5. Carbon Footprint Score: 4.8/5. Recyclability Score: 3.4/5. Packaging Score: 3.0/5. Overall Sustainability Index: 75.0/100.
139,Organic Aloe Reusable Makeup Pads,Personal Care,Organic Aloe,78,455,0,Recyclable Cardboard,Fair Trade,0.015969426056097726,Vietnam,3.3885049721894487,4.971370143149284,1.5,3.0,3.40796253460162,77.27580765950346,5.39,Product Name: Organic Aloe Reusable Makeup Pads. Category: Personal Care. Material: Organic Aloe. Packaging: Recyclable Cardboard. Manufactured in: Vietnam. Eco Score: 3.4/5. Carbon Footprint Score: 5.0/5. Recyclability Score: 1.5/5. Packaging Score: 3.0/5. Overall Sustainability Index: 77.3/100.
140,Organic Oats Dried Fruit Mix,Food,Organic Oats,408,349,0,Glass Jar,None,0.13553538524534225,France,1.9153042305747514,4.633946830265849,1.5,3.0,2.8647753182521805,62.32440791755485,22.91,Product Name: Organic Oats Dried Fruit Mix. Category: Food. Material: Organic Oats. Packaging: Glass Jar. Manufactured in: France. Eco Score: 1.9/5. Carbon Footprint Score: 4.6/5. Recyclability Score: 1.5/5. Packaging Score: 3.0/5. Overall Sustainability Index: 62.3/100.
141,Bamboo Fiber Recycled Cables,Electronics,Bamboo Fiber,1645,2481,0,Plastic Bag,RoHS,0.6523578789326417,Germany,1.3762851845609303,3.3691206543967276,0.0,1.0,1.6236217516872973,28.161263873828247,98.64,Product Name: Bamboo Fiber Recycled Cables. Category: Electronics. Material: Bamboo Fiber. Packaging: Plastic Bag. Manufactured in: Germany. Eco Score: 1.4/5. Carbon Footprint Score: 3.4/5. Recyclability Score: 0.0/5. Packaging Score: 1.0/5. Overall Sustainability Index: 28.2/100.
142,Bamboo Fiber Reusable Makeup Pads,Personal Care,Bamboo Fiber,189,196,95,Plastic Film,USDA Organic,0.17470825087012898,France,3.45398617899882,4.857873210633946,1.9,1.0,3.07355781688983,68.0712121542845,28.65,Product Name: Bamboo Fiber Reusable Makeup Pads. Category: Personal Care. Material: Bamboo Fiber. Packaging: Plastic Film. Manufactured in: France. Eco Score: 3.5/5. Carbon Footprint Score: 4.9/5. Recyclability Score: 1.9/5. Packaging Score: 1.0/5. Overall Sustainability Index: 68.1/100.
143,Recycled Copper Solar Powerbank,Electronics,Recycled Copper,4915,510,86,Plastic Bag,None,0.9207670784139765,Japan,1.8745996966121692,0.025562372188139282,2.7199999999999998,1.0,1.3140486206400925,19.64016563672284,137.97,Product Name: Recycled Copper Solar Powerbank. Category: Electronics. Material: Recycled Copper. Packaging: Plastic Bag. Manufactured in: Japan. Eco Score: 1.9/5. Carbon Footprint Score: 0.0/5. Recyclability Score: 2.7/5. Packaging Score: 1.0/5. Overall Sustainability Index: 19.6/100.
144,Organic Cocoa Quinoa Pack,Food,Organic Cocoa,292,375,0,Recyclable Cardboard,USDA Organic,0.04217566368661708,China,3.408730827574583,4.752556237218814,1.5,3.0,3.3483861194380187,75.63594800984215,9.23,Product Name: Organic Cocoa Quinoa Pack. Category: Food. Material: Organic Cocoa. Packaging: Recyclable Cardboard. Manufactured in: China. Eco Score: 3.4/5. Carbon Footprint Score: 4.8/5. Recyclability Score: 1.5/5. Packaging Score: 3.0/5. Overall Sustainability Index: 75.6/100.
145,Bamboo Dinner Set,Home Goods,Bamboo,253,96,80,None,Fair Trade,0.1507541117859824,Portugal,3.4792684982302378,4.792433537832311,3.1,5.0,4.101510610818765,96.36593757359026,25.14,Product Name: Bamboo Dinner Set. Category: Home Goods. Material: Bamboo. Packaging: None. Manufactured in: Portugal. Eco Score: 3.5/5. Carbon Footprint Score: 4.8/5. Recyclability Score: 3.1/5. Packaging Score: 5.0/5. Overall Sustainability Index: 96.4/100.
146,Local Fruits Coffee Beans,Food,Local Fruits,111,154,95,None,USDA Organic,0.02804886371391524,Kenya,1.4646047530760156,4.93762781186094,3.4,5.0,3.6006697694810867,82.58013518254839,7.16,Product Name: Local Fruits Coffee Beans. Category: Food. Material: Local Fruits. Packaging: None. Manufactured in: Kenya. Eco Score: 1.5/5. Carbon Footprint Score: 4.9/5. Recyclability Score: 3.4/5. Packaging Score: 5.0/5. Overall Sustainability Index: 82.6/100.
147,Natural Latex Running Shoes,Footwear,Natural Latex,1379,2933,50,Paper Box,None,0.6978775677335699,France,0.0,3.6411042944785277,1.5,2.0,1.7923312883435583,32.80504717156324,105.31,Product Name: Natural Latex Running Shoes. Category: Footwear. Material: Natural Latex. Packaging: Paper Box. Manufactured in: France. Eco Score: 0.0/5. Carbon Footprint Score: 3.6/5. Recyclability Score: 1.5/5. Packaging Score: 2.0/5. Overall Sustainability Index: 32.8/100.
148,Aluminum Bamboo Keyboard,Electronics,Aluminum,2420,1855,20,Glass Jar,Energy Star,0.18003139288882822,France,0.5345525029496039,2.5766871165644174,2.9,3.0,2.1133718858542063,41.641791046050564,29.43,Product Name: Aluminum Bamboo Keyboard. Category: Electronics. Material: Aluminum. Packaging: Glass Jar. Manufactured in: France. Eco Score: 0.5/5. Carbon Footprint Score: 2.6/5. Recyclability Score: 2.9/5. Packaging Score: 3.0/5. Overall Sustainability Index: 41.6/100.
149,Tencel Scarf,Apparel,Tencel,1947,1974,80,Recyclable Cardboard,OEKO-TEX,0.08517027229918789,Germany,0.5044665430642171,3.060327198364008,3.1,3.0,2.289438122428468,46.48806983326855,15.53,Product Name: Tencel Scarf. Category: Apparel. Material: Tencel. Packaging: Recyclable Cardboard. Manufactured in: Germany. Eco Score: 0.5/5. Carbon Footprint Score: 3.1/5. Recyclability Score: 3.1/5. Packaging Score: 3.0/5. Overall Sustainability Index: 46.5/100.
150,Glass Coffee Mug,Home Goods,Glass,792,163,50,Plastic Bag,FSC,0.28396915307445575,India,2.462329344345188,4.2413087934560325,2.0,1.0,2.611091441340366,55.3416790579055,44.66,Product Name: Glass Coffee Mug. Category: Home Goods. Material: Glass. Packaging: Plastic Bag. Manufactured in: India. Eco Score: 2.5/5. Carbon Footprint Score: 4.2/5. Recyclability Score: 2.0/5. Packaging Score: 1.0/5. Overall Sustainability Index: 55.3/100.
151,Coconut Oil Solid Shampoo Bar,Personal Care,Coconut Oil,89,356,95,Compostable Bag,Fair Trade,0.15894356104551968,Japan,1.4135344682285522,4.9601226993865035,3.4,5.0,3.5920971502845167,82.34417113077113,26.34,Product Name: Coconut Oil Solid Shampoo Bar. Category: Personal Care. Material: Coconut Oil. Packaging: Compostable Bag. Manufactured in: Japan. Eco Score: 1.4/5. Carbon Footprint Score: 5.0/5. Recyclability Score: 3.4/5. Packaging Score: 5.0/5. Overall Sustainability Index: 82.3/100.
152,Recycled Copper LED Desk Lamp,Electronics,Recycled Copper,1862,2216,85,None,None,0.7300211560772538,France,1.4432833305241868,3.1472392638036806,4.2,5.0,3.21715677829836,72.02381893501253,110.02,Product Name: Recycled Copper LED Desk Lamp. Category: Electronics. Material: Recycled Copper. Packaging: None. Manufactured in: France. Eco Score: 1.4/5. Carbon Footprint Score: 3.1/5. Recyclability Score: 4.2/5. Packaging Score: 5.0/5. Overall Sustainability Index: 72.0/100.
153,Ancient Grains Granola Bar,Food,Ancient Grains,80,32,95,Recyclable Cardboard,USDA Organic,0.0006142086944652993,Kenya,1.495449182538345,4.969325153374234,3.4,3.0,3.2194323007737737,72.08645341006581,3.14,Product Name: Ancient Grains Granola Bar. Category: Food. Material: Ancient Grains. Packaging: Recyclable Cardboard. Manufactured in: Kenya. Eco Score: 1.5/5. Carbon Footprint Score: 5.0/5. Recyclability Score: 3.4/5. Packaging Score: 3.0/5. Overall Sustainability Index: 72.1/100.
154,Organic Aloe Solid Shampoo Bar,Personal Care,Organic Aloe,273,22,100,Glass Jar,Leaping Bunny,0.1133556268340954,Vietnam,1.9979774144614866,4.7719836400818,3.5,3.0,3.330988316362986,75.15706798362449,19.66,Product Name: Organic Aloe Solid Shampoo Bar. Category: Personal Care. Material: Organic Aloe. Packaging: Glass Jar. Manufactured in: Vietnam. Eco Score: 2.0/5. Carbon Footprint Score: 4.8/5. Recyclability Score: 3.5/5. Packaging Score: 3.0/5. Overall Sustainability Index: 75.2/100.
155,Recycled Polyester Scarf,Apparel,Recycled Polyester,2149,3514,81,Glass Jar,None,0.62690234081758,Portugal,1.1151188269003878,2.8537832310838445,4.12,3.0,2.61467061739527,55.44019700960423,94.91,Product Name: Recycled Polyester Scarf. Category: Apparel. Material: Recycled Polyester. Packaging: Glass Jar. Manufactured in: Portugal. Eco Score: 1.1/5. Carbon Footprint Score: 2.9/5. Recyclability Score: 4.1/5. Packaging Score: 3.0/5. Overall Sustainability Index: 55.4/100.
156,Organic Cocoa Quinoa Pack,Food,Organic Cocoa,327,205,95,Plastic Film,Fair Trade,0.03166587047021088,India,3.451710770267993,4.716768916155419,1.9,1.0,3.030543905927024,66.88724066542719,7.69,Product Name: Organic Cocoa Quinoa Pack. Category: Food. Material: Organic Cocoa. Packaging: Plastic Film. Manufactured in: India. Eco Score: 3.5/5. Carbon Footprint Score: 4.7/5. Recyclability Score: 1.9/5. Packaging Score: 1.0/5. Overall Sustainability Index: 66.9/100.
157,Fair Trade Coffee Dried Fruit Mix,Food,Fair Trade Coffee,71,483,95,None,Fair Trade,0.013444345867740393,USA,1.381425922804652,4.978527607361963,3.4,5.0,3.5879860590499844,82.23101204570243,5.02,Product Name: Fair Trade Coffee Dried Fruit Mix. Category: Food. Material: Fair Trade Coffee. Packaging: None. Manufactured in: USA. Eco Score: 1.4/5. Carbon Footprint Score: 5.0/5. Recyclability Score: 3.4/5. Packaging Score: 5.0/5. Overall Sustainability Index: 82.2/100.
158,Natural Latex Sandals,Footwear,Natural Latex,1180,3507,0,Glass Jar,None,0.09916058145089741,Portugal,0.0,3.8445807770961142,1.5,3.0,2.0533742331288343,39.99033669941777,17.58,Product Name: Natural Latex Sandals. Category: Footwear. Material: Natural Latex. Packaging: Glass Jar. Manufactured in: Portugal. Eco Score: 0.0/5. Carbon Footprint Score: 3.8/5. Recyclability Score: 1.5/5. Packaging Score: 3.0/5. Overall Sustainability Index: 40.0/100.
